incident_id,department_id,reported_by_doctor_id,reported_by_nurse_id,incident_type,severity,incident_date,incident_time,description,action_taken,status
INC03903,DEP009,DOC0024,NUR0156,Medication Error,Critical,2025-01-31,21:52:53,Fugiat tempora similique id perferendis nulla quae ducimus.,Voluptates dolorum in neque veritatis delectus.,Resolved
INC03904,DEP003,DOC0060,NUR0008,Fire Safety Incident,Medium,2026-03-18,09:01:03,Blanditiis voluptate ipsum sit fuga. Expedita eligendi recusandae tempora.,Illo voluptatem deserunt quod ut architecto ipsam.,Under Investigation
INC03905,DEP005,DOC0068,NUR0248,Needle Stick Injury,Critical,2026-05-11,05:51:54,Odio voluptatum quisquam aperiam architecto necessitatibus.,Eos facilis cum inventore dolorem alias.,Open
INC03906,DEP008,DOC0040,NUR0220,Delay in Treatment,High,2025-04-21,04:36:33,Veritatis unde nostrum dignissimos neque autem blanditiis. Exercitationem tempore soluta sapiente ipsum deleniti laudantium.,Quo ipsam cumque consectetur quos aliquam.,Closed
INC03907,DEP002,DOC0058,NUR0143,Delay in Treatment,Medium,2024-09-29,21:49:31,Eligendi dolorum aliquid sit ducimus magni commodi. Nulla itaque autem libero.,Officia harum exercitationem quod voluptate quisquam dicta ipsam.,Under Investigation
INC03908,DEP010,DOC0080,NUR0029,Wrong Patient Identification,Critical,2025-05-24,10:19:10,Non hic est quaerat nulla aut porro occaecati.,Enim maxime eveniet deserunt et magnam aliquam quidem.,Closed
INC03909,DEP002,DOC0050,NUR0024,Needle Stick Injury,High,2026-06-20,13:01:45,Ex ratione laudantium ducimus laborum repellendus commodi. Accusamus eaque vel iusto.,Cum porro commodi sed facere at.,Open
INC03910,DEP009,DOC0052,NUR0156,Needle Stick Injury,High,2024-12-25,16:21:10,Libero fugiat explicabo ad qui ullam cumque.,Architecto magnam dolores consectetur delectus temporibus nulla velit cum labore.,Resolved
INC03911,DEP001,DOC0089,NUR0121,Laboratory Error,Low,2025-01-06,07:24:08,Dolor dolorem et libero occaecati incidunt.,Libero totam quisquam delectus sapiente numquam ducimus.,Closed
INC03912,DEP002,DOC0039,NUR0225,Wrong Patient Identification,Medium,2024-11-06,23:20:04,Animi reiciendis similique quia occaecati.,Voluptate velit praesentium perferendis ratione rem minima illum molestias cum.,Under Investigation
INC03913,DEP007,DOC0095,NUR0049,Equipment Failure,Low,2024-11-28,20:09:56,Illo iusto exercitationem aliquid. Placeat reiciendis unde ex aspernatur eum aliquid.,Officiis eius fuga mollitia saepe aspernatur neque voluptas voluptatem consequatur.,Under Investigation
INC03914,DEP002,DOC0019,NUR0114,Patient Complaint,High,2025-01-20,05:30:41,Veritatis enim optio pariatur sint vitae sint mollitia. Voluptas harum numquam nobis ullam officia est.,Enim porro non consequatur modi doloremque fuga.,Resolved
INC03915,DEP006,DOC0054,NUR0056,Fire Safety Incident,High,2024-10-27,00:21:06,Cupiditate fugiat suscipit aliquid ducimus maiores veniam. Quis saepe quam at aut.,Asperiores dicta dolorem corporis similique odio quas quis porro aspernatur.,Under Investigation
INC03916,DEP007,DOC0005,NUR0226,Wrong Patient Identification,High,2026-02-14,03:14:35,Illo suscipit corporis omnis consequuntur pariatur.,Cum tenetur nihil illum corporis cumque.,Open
INC03917,DEP007,DOC0037,NUR0058,Patient Fall,Medium,2025-10-12,23:28:44,Voluptatibus aspernatur eius placeat. Totam quibusdam a qui tenetur.,Voluptatum facilis aliquid nisi magni.,Resolved
INC03918,DEP001,DOC0084,NUR0121,Patient Complaint,Low,2026-06-25,11:19:08,Quas dicta rem assumenda. Autem unde temporibus excepturi officia distinctio molestias.,Nemo accusamus expedita nesciunt praesentium aliquam repudiandae omnis.,Closed
INC03919,DEP002,DOC0034,NUR0225,Patient Fall,Medium,2025-04-03,19:20:57,Maiores libero officiis totam fugit. Accusamus voluptatibus magnam.,Assumenda impedit amet quidem cumque earum veniam voluptas quaerat illo.,Resolved
INC03920,DEP010,DOC0071,NUR0043,Laboratory Error,High,2025-03-04,21:45:38,Culpa molestiae iusto asperiores dolores dolore. Quae vel assumenda vitae quae.,Ad temporibus fuga dolorum labore eaque mollitia et dolorum modi.,Closed
INC03921,DEP008,DOC0090,NUR0001,Medication Error,Low,2025-05-24,10:02:33,Modi eaque reprehenderit reiciendis illo expedita. Ipsam corrupti aut sit.,Beatae voluptatem tenetur deleniti reiciendis officia deleniti a.,Open
INC03922,DEP008,DOC0040,NUR0050,Patient Complaint,Low,2025-07-03,07:34:03,Aliquid molestiae molestiae aperiam maiores expedita maiores.,Odio suscipit unde ex unde itaque asperiores rem qui.,Closed
INC03923,DEP003,DOC0074,NUR0179,Fire Safety Incident,Low,2025-01-09,10:17:03,In sequi beatae.,Unde consequuntur ipsam accusantium repudiandae consequuntur quo.,Under Investigation
INC03924,DEP004,DOC0018,NUR0199,Patient Complaint,Low,2025-03-25,23:37:04,Nam eaque sit unde odit et. Quo itaque laborum libero harum impedit.,Vero soluta itaque hic odit.,Under Investigation
INC03925,DEP010,DOC0080,NUR0207,Equipment Failure,Low,2025-04-21,02:38:15,Id quos ipsa dolorem. Perspiciatis porro iure cupiditate suscipit aspernatur unde.,Sit corporis temporibus veniam beatae vero velit nulla dolor incidunt.,Open
INC03926,DEP005,DOC0066,NUR0030,Laboratory Error,High,2024-09-12,19:03:27,Expedita quaerat hic optio impedit deserunt.,Tempore itaque aliquid labore quidem labore ipsa occaecati.,Open
INC03927,DEP002,DOC0019,NUR0225,Patient Fall,Low,2025-02-16,16:09:27,Accusamus dolorum dignissimos aspernatur.,Dolorum tempora quibusdam perferendis repellat inventore eligendi id veniam.,Under Investigation
INC03928,DEP004,DOC0004,NUR0139,Medication Error,Medium,2025-04-13,07:42:34,Unde quia beatae.,Error recusandae quis nulla odit.,Open
INC03929,DEP009,DOC0057,NUR0123,Patient Fall,Critical,2024-08-21,01:59:25,Labore blanditiis pariatur.,At est numquam perspiciatis maxime recusandae magni voluptatem.,Open
INC03930,DEP002,DOC0039,NUR0241,Fire Safety Incident,Low,2024-08-16,01:04:40,Consequuntur harum eum rerum iure harum esse sapiente. In incidunt necessitatibus ad unde eum.,Enim molestiae hic facilis libero.,Open
INC03931,DEP007,DOC0043,NUR0223,Patient Fall,Low,2025-10-28,14:59:56,Optio quod quis nobis eum.,Ab modi ipsum nulla incidunt ipsam ullam eos nostrum aspernatur.,Resolved
INC03932,DEP008,DOC0006,NUR0185,Patient Complaint,Low,2025-05-04,15:01:52,Quisquam praesentium repellendus eaque.,Magnam iste hic sed molestias quisquam.,Open
INC03933,DEP009,DOC0057,NUR0057,Medication Error,High,2025-08-28,18:31:14,Necessitatibus modi corporis quod fugit quaerat id veniam. Error delectus ipsa necessitatibus iusto.,Minima omnis cumque sint quaerat nihil.,Closed
INC03934,DEP004,DOC0002,NUR0199,Equipment Failure,Medium,2024-12-12,06:03:51,Id nesciunt earum incidunt consequuntur mollitia aut.,Debitis earum nesciunt mollitia natus et quasi sequi quisquam veritatis.,Under Investigation
INC03935,DEP007,DOC0044,NUR0019,Data Privacy Incident,Medium,2025-07-22,02:55:07,Nihil nulla placeat laboriosam sit consequuntur.,Temporibus sint tenetur labore non eaque praesentium a.,Resolved
INC03936,DEP006,DOC0062,NUR0036,Patient Complaint,Low,2025-01-16,06:56:36,Deleniti eligendi minus. Atque reiciendis delectus provident officia.,Sit illo rem quo culpa vel sit iusto corporis rem.,Open
INC03937,DEP007,DOC0072,NUR0025,Data Privacy Incident,High,2025-12-27,14:28:43,Voluptatem soluta laboriosam eveniet tempore tenetur. Commodi voluptatum odit recusandae soluta debitis soluta.,Cupiditate nisi amet cum dignissimos doloribus.,Open
INC03938,DEP010,DOC0093,NUR0075,Data Privacy Incident,Medium,2026-06-13,06:04:54,Ducimus esse reiciendis corrupti numquam. Laborum quisquam quibusdam distinctio amet similique repellendus.,In facilis aut autem dicta similique.,Closed
INC03939,DEP003,DOC0046,NUR0076,Equipment Failure,Low,2025-03-23,03:41:19,Quod fugit soluta sunt voluptas sapiente rem doloremque. Commodi excepturi iusto delectus magni hic voluptatem.,Nam porro dicta repellat reprehenderit id.,Resolved
INC03940,DEP004,DOC0035,NUR0247,Needle Stick Injury,Critical,2025-08-08,17:54:49,Quibusdam quidem tenetur doloremque. Doloribus ea ea distinctio illum error modi.,Minus libero maxime repellat minus totam.,Closed
INC03941,DEP004,DOC0075,NUR0027,Needle Stick Injury,Critical,2025-04-03,20:47:05,Dolor quaerat neque beatae fuga eius suscipit.,Impedit ducimus reiciendis accusantium sapiente illo quia nobis.,Closed
INC03942,DEP001,DOC0089,NUR0188,Delay in Treatment,Low,2025-07-14,05:21:11,Adipisci quo earum error magnam nulla ex commodi.,Debitis rem autem suscipit deleniti facilis.,Open
INC03943,DEP002,DOC0085,NUR0154,Laboratory Error,Low,2026-03-19,20:45:07,Repellendus sit cupiditate aliquam vel iure.,Exercitationem nulla aspernatur laudantium ratione aut ad incidunt.,Resolved
INC03944,DEP006,DOC0031,NUR0232,Delay in Treatment,Critical,2025-01-02,20:55:19,Vel alias laudantium aperiam non nisi culpa.,Eligendi omnis ad quod quos maxime consectetur molestias.,Resolved
INC03945,DEP009,DOC0070,NUR0211,Equipment Failure,Critical,2024-07-26,22:12:48,Velit fuga ullam nesciunt officiis quisquam. Tempore magnam ducimus saepe.,Adipisci aperiam corrupti architecto aliquid illo atque corporis beatae.,Open
INC03946,DEP002,DOC0083,NUR0111,Equipment Failure,Low,2024-11-19,15:23:03,Iusto autem expedita possimus. Fugiat amet quos non facere a maiores.,Distinctio odio nulla maxime officiis culpa sunt fugiat totam illum laborum.,Closed
INC03947,DEP008,DOC0023,NUR0022,Wrong Patient Identification,High,2025-07-04,01:16:33,Aperiam nostrum dolore ipsa excepturi. Sunt cupiditate impedit fugit ducimus.,Ad voluptas quo sequi vitae ipsum ut libero eum ratione.,Open
INC03948,DEP006,DOC0054,NUR0230,Patient Complaint,Low,2025-05-20,12:42:53,Vitae laboriosam omnis cumque.,Consequuntur dolor reiciendis impedit ut eveniet odit perferendis.,Under Investigation
INC03949,DEP010,DOC0001,NUR0161,Medication Error,Critical,2025-04-12,19:09:10,Iusto quam quam in reiciendis.,Facere laborum impedit dolores molestiae saepe earum facere adipisci.,Closed
INC03950,DEP004,DOC0004,NUR0132,Patient Complaint,Critical,2026-02-14,16:02:33,Expedita cumque rem tempore nostrum consequatur. Pariatur ex architecto.,Iste odit dolore corrupti magnam sint alias.,Under Investigation
INC03951,DEP002,DOC0050,NUR0024,Data Privacy Incident,Low,2025-02-15,12:48:42,Quae vitae rerum id architecto accusantium possimus. Ipsa quibusdam nemo officia iusto voluptatum.,Eaque aperiam repellat culpa.,Open
INC03952,DEP009,DOC0007,NUR0211,Patient Complaint,Low,2025-05-12,12:24:09,Reprehenderit recusandae quia animi ullam ullam suscipit.,Sed distinctio consequuntur temporibus reiciendis sunt optio asperiores.,Open
INC03953,DEP006,DOC0033,NUR0151,Needle Stick Injury,Low,2026-02-15,05:03:48,Sequi eligendi iusto velit.,Aliquid velit velit veniam odio sapiente id est.,Closed
INC03954,DEP008,DOC0025,NUR0090,Equipment Failure,Low,2025-01-31,01:35:42,Reiciendis iure quisquam deserunt modi omnis.,Quo aperiam qui maxime saepe vero.,Resolved
INC03955,DEP006,DOC0028,NUR0209,Wrong Patient Identification,Low,2025-05-13,19:27:01,Rem ut officiis totam voluptatum dolores qui. Quisquam optio quae possimus.,Voluptas commodi culpa est modi numquam veritatis neque in vero.,Closed
INC03956,DEP001,DOC0081,NUR0163,Delay in Treatment,Low,2025-03-22,07:32:01,Inventore repellat deleniti rerum quia debitis.,Qui harum sequi exercitationem et.,Closed
INC03957,DEP008,DOC0040,NUR0081,Delay in Treatment,Medium,2025-07-01,22:21:34,Error ducimus porro facilis a eius corporis.,Nobis error animi repellendus dicta animi dignissimos.,Open
INC03958,DEP004,DOC0035,NUR0243,Wrong Patient Identification,High,2024-08-24,13:26:13,Numquam itaque nesciunt fugiat. Dolores molestiae corporis reiciendis excepturi officiis.,Voluptates ad est commodi temporibus ea dolore animi iste.,Under Investigation
INC03959,DEP008,DOC0090,NUR0217,Laboratory Error,High,2026-05-31,07:08:25,Asperiores necessitatibus et doloribus fugit velit quas accusamus.,Quam maxime ab neque pariatur eligendi est minus fugiat tempore.,Closed
INC03960,DEP010,DOC0092,NUR0239,Laboratory Error,Critical,2025-11-22,17:46:18,Perferendis deleniti placeat veritatis. Laudantium quisquam fugit quas doloribus.,Iste asperiores voluptatum quod aliquid delectus beatae officiis asperiores.,Resolved
INC03961,DEP006,DOC0033,NUR0209,Needle Stick Injury,Medium,2025-03-04,13:50:43,Optio laudantium id aliquid architecto nemo nihil repudiandae. Incidunt dignissimos iure quia temporibus quis praesentium.,Amet qui optio esse id libero accusantium est incidunt sed unde.,Under Investigation
INC03962,DEP003,DOC0016,NUR0184,Delay in Treatment,Low,2026-01-15,00:56:39,Porro iste saepe quod praesentium sunt. Illum quas odio.,Ex earum esse pariatur vel dolorem.,Under Investigation
INC03963,DEP002,DOC0058,NUR0061,Laboratory Error,High,2025-07-21,19:12:33,Quos inventore sit laborum nemo iste. Reiciendis hic eum quam voluptas.,Consequatur reprehenderit explicabo eaque sit perspiciatis ea.,Resolved
INC03964,DEP001,DOC0089,NUR0155,Delay in Treatment,High,2025-01-14,11:29:18,Quibusdam eius magni unde vel autem.,Voluptas repellendus dignissimos laborum eum beatae repellat eius quam illum.,Closed
INC03965,DEP006,DOC0054,NUR0036,Laboratory Error,Low,2024-10-03,20:56:15,Quam veniam dolorem possimus. Eaque animi veniam quos nam dolore cupiditate.,Nihil voluptatum voluptatibus deserunt delectus possimus.,Closed
INC03966,DEP010,DOC0027,NUR0029,Patient Fall,Low,2026-06-19,06:32:29,Tenetur eaque a illum. Asperiores occaecati at.,Exercitationem nobis ad recusandae provident consectetur aperiam voluptate.,Open
INC03967,DEP004,DOC0004,NUR0139,Data Privacy Incident,High,2026-05-20,19:38:12,Nihil corrupti labore dicta tempore voluptate quibusdam.,Occaecati sunt consectetur assumenda.,Closed
INC03968,DEP009,DOC0011,NUR0166,Laboratory Error,Medium,2025-10-11,10:45:58,Ullam est aliquid quis temporibus incidunt nobis. Adipisci dolorum eveniet quas expedita minima laudantium.,Asperiores illo laborum architecto culpa voluptate.,Under Investigation
INC03969,DEP005,DOC0045,NUR0194,Wrong Patient Identification,Low,2025-05-29,13:05:51,Aut dignissimos quos accusantium nobis numquam.,Aperiam porro distinctio laborum voluptatum.,Under Investigation
INC03970,DEP005,DOC0045,NUR0035,Patient Complaint,Medium,2025-05-03,09:30:27,Explicabo perspiciatis iusto. Quam ad saepe placeat quis quam odit.,Mollitia adipisci non dignissimos quas ex laboriosam itaque ipsam.,Under Investigation
INC03971,DEP006,DOC0062,NUR0230,Equipment Failure,Medium,2025-11-05,03:18:52,Labore voluptatem velit fuga sequi.,Maiores nam voluptatum ipsum nobis tempora earum ut minus nemo.,Under Investigation
INC03972,DEP008,DOC0025,NUR0031,Needle Stick Injury,Medium,2025-11-23,03:48:11,Suscipit libero voluptatum voluptate voluptatem quidem.,Nesciunt voluptatum dolore repudiandae quaerat.,Open
INC03973,DEP006,DOC0031,NUR0232,Medication Error,Low,2025-07-13,05:31:25,Id autem debitis cumque id culpa.,Omnis beatae praesentium totam facilis odit odio excepturi ducimus.,Under Investigation
INC03974,DEP003,DOC0060,NUR0229,Patient Fall,High,2025-02-05,17:58:04,Soluta adipisci ab veritatis assumenda deleniti. Voluptatum iure repellat atque.,Blanditiis maxime quam facere iure labore occaecati quia.,Open
INC03975,DEP007,DOC0044,NUR0088,Laboratory Error,Low,2025-08-26,10:53:22,Molestias doloremque quidem amet libero et voluptas.,Accusantium corrupti delectus eum.,Resolved
INC03976,DEP009,DOC0052,NUR0204,Patient Complaint,Low,2025-07-23,15:06:01,Explicabo quam esse culpa mollitia autem tempore. Reprehenderit ipsam totam laudantium.,Tenetur excepturi facere sed exercitationem iure voluptatum facilis.,Resolved
INC03977,DEP006,DOC0091,NUR0036,Wrong Patient Identification,Critical,2024-12-17,10:19:53,Ut laboriosam enim quo. Voluptatum dicta ratione minus praesentium.,Hic possimus vitae numquam quo.,Resolved
INC03978,DEP010,DOC0003,NUR0122,Equipment Failure,Low,2025-12-04,00:13:16,Ipsum doloremque amet iure harum.,Perspiciatis esse deleniti eum excepturi totam tempora dolore velit.,Closed
INC03979,DEP010,DOC0032,NUR0236,Patient Fall,High,2025-04-01,11:30:37,Repellat commodi laudantium non ipsum mollitia eos. Fugit omnis ducimus vitae.,Accusantium eius quos expedita placeat similique veniam ut quasi nulla.,Under Investigation
INC03980,DEP005,DOC0096,NUR0053,Medication Error,High,2025-08-12,22:45:28,Ex unde minima. Deserunt maxime itaque rerum.,Et odio quaerat sequi eos mollitia.,Under Investigation
INC03981,DEP005,DOC0066,NUR0130,Data Privacy Incident,High,2026-03-16,19:10:46,Nam commodi doloribus culpa pariatur.,Aliquid tempore quae sunt quidem rerum eaque.,Under Investigation
INC03982,DEP002,DOC0034,NUR0080,Laboratory Error,Critical,2026-06-16,12:02:44,Optio aliquam tempora beatae adipisci voluptates sint.,Accusamus sint perspiciatis illo similique laboriosam explicabo assumenda eveniet maxime.,Under Investigation
INC03983,DEP006,DOC0031,NUR0232,Fire Safety Incident,High,2025-05-05,17:34:20,Molestiae facere et sequi earum. Perferendis atque molestiae doloribus exercitationem ex dolore.,Pariatur eaque dolores iste in corporis harum tenetur.,Closed
INC03984,DEP007,DOC0037,NUR0125,Data Privacy Incident,High,2025-12-25,01:11:37,Vitae enim modi.,Incidunt odit iusto illo voluptatibus.,Open
INC03985,DEP008,DOC0040,NUR0112,Patient Complaint,Low,2024-10-04,20:13:53,Voluptate excepturi aspernatur quae est. Ut voluptas labore aut.,Ipsa labore consequatur explicabo suscipit velit reprehenderit recusandae odio eaque.,Closed
INC03986,DEP001,DOC0061,NUR0064,Delay in Treatment,Critical,2025-09-02,08:02:14,Debitis repudiandae velit odio facere officiis quisquam laborum. Et modi sed quam asperiores.,Facilis adipisci veritatis id nesciunt earum laboriosam eveniet.,Under Investigation
INC03987,DEP007,DOC0086,NUR0060,Medication Error,Critical,2024-07-19,19:50:00,Ab inventore ullam occaecati neque quis voluptas soluta. Minus provident sunt cum officia.,Aspernatur culpa ipsum illo fuga.,Resolved
INC03988,DEP010,DOC0080,NUR0122,Equipment Failure,Critical,2024-08-08,02:24:43,Facere distinctio commodi sunt illo eos magnam. Asperiores reiciendis enim nam.,Ut neque porro sint tempore ex ratione.,Resolved
INC03989,DEP003,DOC0087,NUR0013,Patient Complaint,High,2025-03-04,15:40:11,Reprehenderit fugiat eius eius voluptatibus ipsa.,Aperiam debitis labore at recusandae aut quis laboriosam dolore.,Closed
INC03990,DEP006,DOC0051,NUR0091,Delay in Treatment,Low,2025-05-21,01:34:07,Itaque beatae nobis accusamus quia in ducimus.,Ex facilis doloribus nulla eveniet.,Closed
INC03991,DEP007,DOC0043,NUR0125,Fire Safety Incident,Critical,2025-03-07,10:10:03,Deleniti molestias inventore impedit deleniti pariatur.,Repellat ut saepe fugit ab aliquam quia autem.,Closed
INC03992,DEP009,DOC0024,NUR0178,Patient Fall,High,2024-08-28,05:29:41,Quasi doloremque quas perspiciatis corrupti reiciendis quae at.,Quisquam debitis harum eligendi consequuntur sit dicta reprehenderit.,Resolved
INC03993,DEP005,DOC0064,NUR0237,Fire Safety Incident,Low,2025-03-14,18:13:05,Expedita nesciunt non. Totam adipisci dignissimos rem numquam.,Nulla cum quasi cum recusandae adipisci.,Resolved
INC03994,DEP009,DOC0011,NUR0146,Patient Complaint,Critical,2024-07-28,20:37:30,Esse eligendi placeat commodi dolor laboriosam. At harum quas dolore.,Adipisci tenetur corporis ipsum accusamus fugiat sed sunt.,Resolved
INC03995,DEP008,DOC0023,NUR0170,Laboratory Error,High,2025-05-25,11:54:43,Consequuntur soluta doloremque ex quas maiores.,Placeat tempora incidunt nam harum deserunt amet.,Open
INC03996,DEP010,DOC0069,NUR0074,Medication Error,Low,2025-07-20,09:54:10,Ducimus quaerat nesciunt unde.,Suscipit cum explicabo debitis.,Open
INC03997,DEP004,DOC0002,NUR0242,Fire Safety Incident,Low,2024-12-08,11:28:04,Reprehenderit consequatur culpa maiores alias expedita non.,Quod incidunt ipsa ducimus dignissimos ratione animi deserunt quam.,Closed
INC03998,DEP006,DOC0051,NUR0232,Fire Safety Incident,Low,2026-03-02,14:06:21,Officiis asperiores provident assumenda dolores.,Sed hic laboriosam id beatae.,Under Investigation
INC03999,DEP008,DOC0025,NUR0227,Delay in Treatment,Critical,2026-06-18,16:50:28,Blanditiis inventore at adipisci dicta.,Iusto accusantium quod cum qui voluptatem itaque praesentium nobis est.,Resolved
INC04000,DEP005,DOC0008,NUR0093,Fire Safety Incident,Medium,2025-04-14,12:08:47,Tempora quasi quisquam sunt recusandae esse.,Hic excepturi harum magni adipisci facilis.,Closed
INC04001,DEP005,DOC0098,NUR0093,Medication Error,Medium,2024-07-08,07:13:40,Tenetur nobis corrupti quis nostrum inventore. Repellendus fugit error in totam rerum.,Fugit et nesciunt illum.,Closed
INC04002,DEP007,DOC0044,NUR0226,Fire Safety Incident,Critical,2025-09-11,04:17:28,Commodi sunt in.,Iure debitis corrupti accusamus aliquid quae molestiae laboriosam laudantium iusto.,Under Investigation
INC04003,DEP002,DOC0039,NUR0059,Fire Safety Incident,Critical,2025-01-11,22:35:36,Consequatur quae voluptatibus earum odio perferendis. Architecto quo nisi necessitatibus corrupti.,Excepturi reprehenderit numquam quasi dolor quis nemo.,Resolved
INC04004,DEP001,DOC0089,NUR0231,Data Privacy Incident,Low,2025-06-06,03:09:03,Qui voluptate nostrum eligendi assumenda aut.,Illum nisi excepturi deleniti placeat quia.,Closed
INC04005,DEP007,DOC0047,NUR0226,Wrong Patient Identification,High,2025-09-28,11:09:12,Non ea inventore fuga dolores.,Fugiat commodi est inventore totam nihil quis laudantium.,Resolved
INC04006,DEP006,DOC0028,NUR0232,Needle Stick Injury,Critical,2025-01-08,09:34:10,Aliquam laborum accusantium consequatur.,Voluptate perspiciatis molestiae nam odit illum.,Closed
INC04007,DEP001,DOC0084,NUR0121,Fire Safety Incident,Critical,2024-12-27,18:55:19,Facilis minima eveniet tempora. Voluptatum dolores vel esse fugit voluptatum excepturi.,Repellat dolor suscipit ipsum recusandae autem occaecati.,Resolved
INC04008,DEP004,DOC0018,NUR0247,Equipment Failure,High,2025-03-20,15:27:52,Qui ullam voluptatum nobis rem reiciendis. Asperiores nulla perspiciatis officiis in at voluptatem.,Molestiae iste sint exercitationem soluta quam id pariatur.,Resolved
INC04009,DEP010,DOC0032,NUR0129,Delay in Treatment,Medium,2026-01-26,06:31:15,Placeat modi ducimus cumque ex eos. Rerum nihil quidem iure.,Dolorum iste esse reiciendis est nihil sequi.,Resolved
INC04010,DEP007,DOC0072,NUR0140,Data Privacy Incident,Medium,2025-07-07,09:25:20,Magnam vero provident possimus quae vitae.,Quod itaque fugiat maiores tenetur fugit nisi rerum.,Under Investigation
INC04011,DEP002,DOC0013,NUR0059,Patient Complaint,Critical,2025-11-13,10:48:53,Error nostrum natus deserunt iure magni unde necessitatibus. Neque eos aspernatur exercitationem excepturi aspernatur ut praesentium.,Ut pariatur nulla placeat aliquam praesentium nostrum hic eos voluptates natus.,Under Investigation
INC04012,DEP005,DOC0067,NUR0171,Wrong Patient Identification,Critical,2024-12-13,11:59:38,Aliquid rerum quasi. Perspiciatis recusandae explicabo fuga quas possimus.,Maiores mollitia sequi fugit laudantium earum odit sapiente repellendus voluptate.,Under Investigation
INC04013,DEP002,DOC0041,NUR0111,Wrong Patient Identification,Critical,2026-06-18,07:00:04,Quam pariatur dignissimos numquam autem iusto. Quo eaque quo dignissimos impedit voluptate.,Omnis placeat nemo voluptatibus quas numquam perferendis assumenda esse ex.,Open
INC04014,DEP009,DOC0099,NUR0156,Fire Safety Incident,Medium,2026-06-10,07:04:53,Labore rerum aperiam unde cum neque quo. Delectus ut ratione vel ratione quas assumenda molestias.,Impedit alias animi eum vero.,Closed
INC04015,DEP004,DOC0035,NUR0117,Data Privacy Incident,Low,2025-10-08,03:28:24,Asperiores minima voluptatem. Aperiam corrupti accusantium commodi totam non.,Recusandae ducimus unde harum dicta.,Resolved
INC04016,DEP008,DOC0042,NUR0193,Delay in Treatment,High,2025-08-31,22:47:28,Porro mollitia modi reiciendis accusamus neque aspernatur. Consectetur incidunt optio nisi nostrum.,Eaque beatae praesentium rem itaque totam.,Resolved
INC04017,DEP008,DOC0090,NUR0170,Fire Safety Incident,Critical,2025-05-15,14:32:16,Repudiandae culpa amet deleniti.,Nulla deleniti iusto ipsam explicabo iste minima ex vel.,Closed
INC04018,DEP004,DOC0075,NUR0042,Medication Error,Critical,2024-10-26,00:09:25,Beatae maiores ut atque eius. Incidunt corporis saepe ab vitae consequuntur.,Sint quidem debitis molestiae recusandae hic explicabo ex ipsum.,Closed
INC04019,DEP001,DOC0061,NUR0147,Fire Safety Incident,Critical,2026-01-27,05:00:08,Ullam unde expedita ullam esse rem.,Explicabo illo corrupti porro nobis similique asperiores et.,Closed
INC04020,DEP001,DOC0061,NUR0064,Medication Error,Medium,2024-08-13,18:06:26,Ab tenetur eligendi vel optio libero qui quam.,Architecto fugit rerum impedit cum reiciendis.,Under Investigation
INC04021,DEP004,DOC0012,NUR0243,Laboratory Error,Low,2025-04-15,20:03:27,Et non id autem neque quod consequatur pariatur. Laboriosam temporibus nihil dignissimos veritatis vitae voluptas.,Non iste deleniti beatae eligendi cumque dignissimos dolore nulla voluptatibus cupiditate.,Resolved
INC04022,DEP010,DOC0093,NUR0029,Medication Error,Medium,2026-03-17,22:25:34,Necessitatibus impedit a soluta ex quaerat possimus ab.,Quas commodi rerum neque dolorum porro illum molestias.,Under Investigation
INC04023,DEP004,DOC0056,NUR0027,Laboratory Error,High,2024-09-28,15:41:24,Odit perferendis aut veniam adipisci doloremque odio.,Velit laudantium illo ducimus placeat temporibus voluptate ducimus.,Under Investigation
INC04024,DEP006,DOC0062,NUR0209,Delay in Treatment,Low,2026-05-30,03:30:34,Hic architecto iusto. Tempora magni est itaque.,Laboriosam cum nemo enim dolores porro odit.,Resolved
INC04025,DEP005,DOC0098,NUR0063,Laboratory Error,Critical,2025-09-05,12:34:28,Culpa quis adipisci dicta nesciunt. Ea reprehenderit iusto iure molestiae repellendus et.,Reprehenderit dolores maxime enim vitae quas.,Under Investigation
INC04026,DEP010,DOC0014,NUR0015,Fire Safety Incident,Critical,2024-08-18,19:38:58,Molestias ipsum numquam iure ut cupiditate. Odio nemo mollitia vero ducimus ea.,Amet aspernatur facere fugiat animi soluta laboriosam cum labore iste.,Closed
INC04027,DEP008,DOC0006,NUR0081,Needle Stick Injury,Critical,2026-03-06,17:44:57,Error accusamus nesciunt neque nemo eius.,Illum minus iste dolores veritatis non.,Resolved
INC04028,DEP002,DOC0041,NUR0114,Equipment Failure,Medium,2025-04-24,23:00:53,Recusandae repudiandae quibusdam aliquam at. Quo maxime suscipit veritatis quae.,Iusto necessitatibus a et quibusdam eius laboriosam natus voluptatem.,Open
INC04029,DEP008,DOC0006,NUR0167,Laboratory Error,Medium,2025-01-04,05:47:44,Animi fugit quibusdam dolorem numquam.,Delectus quidem nihil sit cupiditate quasi.,Closed
INC04030,DEP006,DOC0049,NUR0023,Data Privacy Incident,Critical,2025-04-02,10:09:25,Hic labore dolor nam culpa officiis repudiandae fuga.,Esse nihil necessitatibus recusandae amet suscipit est excepturi.,Closed
INC04031,DEP008,DOC0006,NUR0177,Data Privacy Incident,High,2025-09-07,22:55:50,Quasi exercitationem quae nihil.,Quibusdam voluptas accusamus blanditiis deleniti magni ratione animi eum.,Resolved
